[INFO] 2024-04-16 09:21:09,603 autoreload: Watching for file changes with StatReloader
[DEBUG] 2024-04-16 09:21:10,025 autoreload: File /venv/lib/python3.11/site-packages/django/core/cache/backends/base.py first seen with mtime 1713121066.13507
[DEBUG] 2024-04-16 09:21:10,026 autoreload: File /venv/lib/python3.11/site-packages/h2/windows.py first seen with mtime 1713121065.0650253
[DEBUG] 2024-04-16 09:21:10,026 autoreload: File /venv/lib/python3.11/site-packages/requests/certs.py first seen with mtime 1713121065.2150316
[DEBUG] 2024-04-16 09:21:10,027 autoreload: File /venv/lib/python3.11/site-packages/django/core/cache/__init__.py first seen with mtime 1713121066.13507
[DEBUG] 2024-04-16 09:21:10,027 autoreload: File /venv/lib/python3.11/site-packages/django/template/autoreload.py first seen with mtime 1713121066.1950724
[DEBUG] 2024-04-16 09:21:10,028 autoreload: File /venv/lib/python3.11/site-packages/drf_spectacular/contrib/rest_auth.py first seen with mtime 1713121068.1544785
[DEBUG] 2024-04-16 09:21:10,031 autoreload: File /venv/lib/python3.11/site-packages/rest_framework/schemas/inspectors.py first seen with mtime 1713121067.6544764
[DEBUG] 2024-04-16 09:21:10,032 autoreload: File /venv/lib/python3.11/site-packages/idna/core.py first seen with mtime 1713121064.955021
[DEBUG] 2024-04-16 09:21:10,035 autoreload: File /venv/lib/python3.11/site-packages/_distutils_hack/__init__.py first seen with mtime 1712233539.661419
[DEBUG] 2024-04-16 09:21:10,037 autoreload: File /venv/lib/python3.11/site-packages/django/dispatch/dispatcher.py first seen with mtime 1713121066.1750717
[DEBUG] 2024-04-16 09:21:10,038 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/auth/middleware.py first seen with mtime 1713121065.65505
[DEBUG] 2024-04-16 09:21:10,039 autoreload: File /venv/lib/python3.11/site-packages/chardet/langcyrillicmodel.py first seen with mtime 1713121064.4750009
[DEBUG] 2024-04-16 09:21:10,039 autoreload: File /venv/lib/python3.11/site-packages/django/db/models/signals.py first seen with mtime 1713121066.1750717
[DEBUG] 2024-04-16 09:21:10,041 autoreload: File /usr/local/lib/python3.11/importlib/metadata/_adapters.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,043 autoreload: File /venv/lib/python3.11/site-packages/httpx/_transports/urllib3.py first seen with mtime 1713121067.574476
[DEBUG] 2024-04-16 09:21:10,044 autoreload: File /venv/lib/python3.11/site-packages/django/templatetags/cache.py first seen with mtime 1713121066.2050729
[DEBUG] 2024-04-16 09:21:10,045 autoreload: File /venv/lib/python3.11/site-packages/chardet/version.py first seen with mtime 1713121064.4750009
[DEBUG] 2024-04-16 09:21:10,046 autoreload: File /venv/lib/python3.11/site-packages/httpx/_auth.py first seen with mtime 1713121067.574476
[DEBUG] 2024-04-16 09:21:10,047 autoreload: File /venv/lib/python3.11/site-packages/rest_framework/checks.py first seen with mtime 1713121067.6244764
[DEBUG] 2024-04-16 09:21:10,049 autoreload: File /app/workflow/__init__.py first seen with mtime 1687189776.374012
[DEBUG] 2024-04-16 09:21:10,051 autoreload: File /app/users/abstract_models.py first seen with mtime 1678807449.0
[DEBUG] 2024-04-16 09:21:10,051 autoreload: File /usr/local/lib/python3.11/email/mime/__init__.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,052 autoreload: File /venv/lib/python3.11/site-packages/corsheaders/signals.py first seen with mtime 1713121067.9644778
[DEBUG] 2024-04-16 09:21:10,052 autoreload: File /venv/lib/python3.11/site-packages/django/template/loaders/app_directories.py first seen with mtime 1713121066.2050729
[DEBUG] 2024-04-16 09:21:10,053 autoreload: File /venv/lib/python3.11/site-packages/rest_framework/templatetags/rest_framework.py first seen with mtime 1713121067.6844766
[DEBUG] 2024-04-16 09:21:10,053 autoreload: File /usr/local/lib/python3.11/email/mime/message.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,054 autoreload: File /venv/lib/python3.11/site-packages/drf_spectacular/contrib/rest_framework_simplejwt.py first seen with mtime 1713121068.1544785
[DEBUG] 2024-04-16 09:21:10,055 autoreload: File /usr/local/lib/python3.11/importlib/metadata/_collections.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,056 autoreload: File /venv/lib/python3.11/site-packages/django/core/wsgi.py first seen with mtime 1713121066.13507
[DEBUG] 2024-04-16 09:21:10,057 autoreload: File /usr/local/lib/python3.11/asyncio/taskgroups.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,058 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1713121065.605048
[DEBUG] 2024-04-16 09:21:10,058 autoreload: File /venv/lib/python3.11/site-packages/yaml/error.py first seen with mtime 1713121064.7950141
[DEBUG] 2024-04-16 09:21:10,060 autoreload: File /usr/local/lib/python3.11/asyncio/coroutines.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,064 autoreload: File /venv/lib/python3.11/site-packages/chardet/eucjpprober.py first seen with mtime 1713121064.4750009
[DEBUG] 2024-04-16 09:21:10,067 autoreload: File /app/users/urls.py first seen with mtime 1706878091.65525
[DEBUG] 2024-04-16 09:21:10,068 autoreload: File /usr/local/lib/python3.11/urllib/error.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,069 autoreload: File /venv/lib/python3.11/site-packages/asgiref/local.py first seen with mtime 1713121065.1950307
[DEBUG] 2024-04-16 09:21:10,069 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/auth/tokens.py first seen with mtime 1713121065.65505
[DEBUG] 2024-04-16 09:21:10,070 autoreload: File /usr/local/lib/python3.11/contextlib.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,070 autoreload: File /venv/lib/python3.11/site-packages/rest_framework_simplejwt/authentication.py first seen with mtime 1713121068.1044784
[DEBUG] 2024-04-16 09:21:10,071 autoreload: File /venv/lib/python3.11/site-packages/requests/hooks.py first seen with mtime 1713121065.2150316
[DEBUG] 2024-04-16 09:21:10,072 autoreload: File /usr/local/lib/python3.11/xml/etree/ElementTree.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,072 autoreload: File /usr/local/lib/python3.11/asyncio/__init__.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,076 autoreload: File /venv/lib/python3.11/site-packages/django/template/defaulttags.py first seen with mtime 1713121066.2050729
[DEBUG] 2024-04-16 09:21:10,078 autoreload: File /venv/lib/python3.11/site-packages/yaml/cyaml.py first seen with mtime 1713121064.7950141
[DEBUG] 2024-04-16 09:21:10,079 autoreload: File /venv/lib/python3.11/site-packages/django/db/models/expressions.py first seen with mtime 1713121066.1650712
[DEBUG] 2024-04-16 09:21:10,081 autoreload: File /usr/local/lib/python3.11/asyncio/base_subprocess.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,081 autoreload: File /venv/lib/python3.11/site-packages/django/db/models/fields/files.py first seen with mtime 1713121066.1750717
[DEBUG] 2024-04-16 09:21:10,082 autoreload: File /venv/lib/python3.11/site-packages/django/template/backends/django.py first seen with mtime 1713121066.2050729
[DEBUG] 2024-04-16 09:21:10,082 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/staticfiles/__init__.py first seen with mtime 1713121066.1250696
[DEBUG] 2024-04-16 09:21:10,082 autoreload: File /venv/lib/python3.11/site-packages/django/core/management/base.py first seen with mtime 1713121066.1450703
[DEBUG] 2024-04-16 09:21:10,083 autoreload: File /venv/lib/python3.11/site-packages/django/views/decorators/__init__.py first seen with mtime 1713121066.2150733
[DEBUG] 2024-04-16 09:21:10,083 autoreload: File /usr/local/lib/python3.11/_weakrefset.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,084 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/admin/migrations/__init__.py first seen with mtime 1713121065.5650463
[DEBUG] 2024-04-16 09:21:10,084 autoreload: File /venv/lib/python3.11/site-packages/django/template/loader_tags.py first seen with mtime 1713121066.2050729
[DEBUG] 2024-04-16 09:21:10,085 autoreload: File /usr/local/lib/python3.11/graphlib.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,085 autoreload: File /venv/lib/python3.11/site-packages/hyperframe/flags.py first seen with mtime 1713121064.3649962
[DEBUG] 2024-04-16 09:21:10,086 autoreload: File /venv/lib/python3.11/site-packages/googletrans/constants.py first seen with mtime 1713121068.0544782
[DEBUG] 2024-04-16 09:21:10,087 autoreload: File /venv/lib/python3.11/site-packages/urllib3/_collections.py first seen with mtime 1713121064.5950058
[DEBUG] 2024-04-16 09:21:10,087 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/postgres/forms/hstore.py first seen with mtime 1713121065.9450622
[DEBUG] 2024-04-16 09:21:10,088 autoreload: File /usr/local/lib/python3.11/email/quoprimime.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,088 autoreload: File /usr/local/lib/python3.11/functools.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,089 autoreload: File /venv/lib/python3.11/site-packages/django/utils/tree.py first seen with mtime 1713121066.2150733
[DEBUG] 2024-04-16 09:21:10,090 autoreload: File /venv/lib/python3.11/site-packages/django/views/defaults.py first seen with mtime 1713121066.2150733
[DEBUG] 2024-04-16 09:21:10,090 autoreload: File /venv/lib/python3.11/site-packages/django/db/models/base.py first seen with mtime 1713121066.1650712
[DEBUG] 2024-04-16 09:21:10,091 autoreload: File /venv/lib/python3.11/site-packages/rest_framework/compat.py first seen with mtime 1713121067.6244764
[DEBUG] 2024-04-16 09:21:10,092 autoreload: File /usr/local/lib/python3.11/asyncio/trsock.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,092 autoreload: File /venv/lib/python3.11/site-packages/django/db/models/constraints.py first seen with mtime 1713121066.1650712
[DEBUG] 2024-04-16 09:21:10,093 autoreload: File /venv/lib/python3.11/site-packages/rest_framework/versioning.py first seen with mtime 1713121067.6344764
[DEBUG] 2024-04-16 09:21:10,093 autoreload: File /venv/lib/python3.11/site-packages/django/core/mail/utils.py first seen with mtime 1713121066.1450703
[DEBUG] 2024-04-16 09:21:10,096 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/postgres/lookups.py first seen with mtime 1713121065.9350617
[DEBUG] 2024-04-16 09:21:10,097 autoreload: File /usr/local/lib/python3.11/asyncio/selector_events.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,098 autoreload: File /venv/lib/python3.11/site-packages/urllib3/util/proxy.py first seen with mtime 1713121064.5950058
[DEBUG] 2024-04-16 09:21:10,099 autoreload: File /venv/lib/python3.11/site-packages/django/db/models/__init__.py first seen with mtime 1713121066.1650712
[DEBUG] 2024-04-16 09:21:10,099 autoreload: File /venv/lib/python3.11/site-packages/django/utils/formats.py first seen with mtime 1713121066.2150733
[DEBUG] 2024-04-16 09:21:10,099 autoreload: File /usr/local/lib/python3.11/importlib/readers.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,101 autoreload: File /usr/local/lib/python3.11/decimal.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,101 autoreload: File /venv/lib/python3.11/site-packages/chardet/charsetprober.py first seen with mtime 1713121064.4650004
[DEBUG] 2024-04-16 09:21:10,101 autoreload: File /venv/lib/python3.11/site-packages/django/utils/version.py first seen with mtime 1713121066.2150733
[DEBUG] 2024-04-16 09:21:10,102 autoreload: File /usr/local/lib/python3.11/lib-dynload/_uuid.cpython-311-x86_64-linux-musl.so first seen with mtime 1712191315.0
[DEBUG] 2024-04-16 09:21:10,103 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/auth/hashers.py first seen with mtime 1713121065.65505
[DEBUG] 2024-04-16 09:21:10,103 autoreload: File /usr/local/lib/python3.11/traceback.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,103 autoreload: File /usr/local/lib/python3.11/email/__init__.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,106 autoreload: File /venv/lib/python3.11/site-packages/django/templatetags/__init__.py first seen with mtime 1713121066.2050729
[DEBUG] 2024-04-16 09:21:10,108 autoreload: File /venv/lib/python3.11/site-packages/django/utils/ipv6.py first seen with mtime 1713121066.2150733
[DEBUG] 2024-04-16 09:21:10,108 autoreload: File /venv/lib/python3.11/site-packages/django/core/checks/security/csrf.py first seen with mtime 1713121066.13507
[DEBUG] 2024-04-16 09:21:10,108 autoreload: File /usr/local/lib/python3.11/email/message.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,109 autoreload: File /venv/lib/python3.11/site-packages/django/core/files/move.py first seen with mtime 1713121066.13507
[DEBUG] 2024-04-16 09:21:10,109 autoreload: File /venv/lib/python3.11/site-packages/drf_spectacular/checks.py first seen with mtime 1713121068.1444786
[DEBUG] 2024-04-16 09:21:10,110 autoreload: File /venv/lib/python3.11/site-packages/corsheaders/__init__.py first seen with mtime 1713121067.9644778
[DEBUG] 2024-04-16 09:21:10,110 autoreload: File /venv/lib/python3.11/site-packages/drf_spectacular/contrib/django_filters.py first seen with mtime 1713121068.1544785
[DEBUG] 2024-04-16 09:21:10,110 autoreload: File /venv/lib/python3.11/site-packages/googletrans/models.py first seen with mtime 1713121068.0544782
[DEBUG] 2024-04-16 09:21:10,111 autoreload: File /venv/lib/python3.11/site-packages/django/views/debug.py first seen with mtime 1713121066.2150733
[DEBUG] 2024-04-16 09:21:10,111 autoreload: File /usr/local/lib/python3.11/http/cookies.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,112 autoreload: File /usr/local/lib/python3.11/mimetypes.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,112 autoreload: File /venv/lib/python3.11/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1713121064.6850095
[DEBUG] 2024-04-16 09:21:10,113 autoreload: File /venv/lib/python3.11/site-packages/django/db/migrations/utils.py first seen with mtime 1713121066.1650712
[DEBUG] 2024-04-16 09:21:10,113 autoreload: File /venv/lib/python3.11/site-packages/chardet/mbcharsetprober.py first seen with mtime 1713121064.4750009
[DEBUG] 2024-04-16 09:21:10,114 autoreload: File /venv/lib/python3.11/site-packages/django/db/backends/base/base.py first seen with mtime 1713121066.1550708
[DEBUG] 2024-04-16 09:21:10,114 autoreload: File /venv/lib/python3.11/site-packages/django/forms/renderers.py first seen with mtime 1713121066.185072
[DEBUG] 2024-04-16 09:21:10,114 autoreload: File /venv/lib/python3.11/site-packages/django/utils/dates.py first seen with mtime 1713121066.2150733
[DEBUG] 2024-04-16 09:21:10,116 autoreload: File /app/users/authentication.py first seen with mtime 1678807449.0
[DEBUG] 2024-04-16 09:21:10,116 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/admin/actions.py first seen with mtime 1713121065.465042
[DEBUG] 2024-04-16 09:21:10,116 autoreload: File /usr/local/lib/python3.11/lib-dynload/_posixsubprocess.cpython-311-x86_64-linux-musl.so first seen with mtime 1712191304.0
[DEBUG] 2024-04-16 09:21:10,117 autoreload: File /venv/lib/python3.11/site-packages/h2/settings.py first seen with mtime 1713121065.0650253
[DEBUG] 2024-04-16 09:21:10,117 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/auth/validators.py first seen with mtime 1713121065.6650505
[DEBUG] 2024-04-16 09:21:10,118 autoreload: File /usr/local/lib/python3.11/email/_encoded_words.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,118 autoreload: File /venv/lib/python3.11/site-packages/requests/_internal_utils.py first seen with mtime 1713121065.2150316
[DEBUG] 2024-04-16 09:21:10,119 autoreload: File /venv/lib/python3.11/site-packages/rest_framework/generics.py first seen with mtime 1713121067.6244764
[DEBUG] 2024-04-16 09:21:10,119 autoreload: File /venv/lib/python3.11/site-packages/idna/idnadata.py first seen with mtime 1713121064.955021
[DEBUG] 2024-04-16 09:21:10,119 autoreload: File /venv/lib/python3.11/site-packages/rest_framework/utils/formatting.py first seen with mtime 1713121067.6844766
[DEBUG] 2024-04-16 09:21:10,120 autoreload: File /venv/lib/python3.11/site-packages/chardet/universaldetector.py first seen with mtime 1713121064.4750009
[DEBUG] 2024-04-16 09:21:10,120 autoreload: File /venv/lib/python3.11/site-packages/requests/utils.py first seen with mtime 1713121065.2150316
[DEBUG] 2024-04-16 09:21:10,120 autoreload: File /venv/lib/python3.11/site-packages/httpx/_api.py first seen with mtime 1713121067.574476
[DEBUG] 2024-04-16 09:21:10,121 autoreload: File /venv/lib/python3.11/site-packages/chardet/charsetgroupprober.py first seen with mtime 1713121064.4650004
[DEBUG] 2024-04-16 09:21:10,121 autoreload: File /usr/local/lib/python3.11/platform.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,122 autoreload: File /usr/local/lib/python3.11/bisect.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,122 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/sessions/backends/base.py first seen with mtime 1713121066.035066
[DEBUG] 2024-04-16 09:21:10,122 autoreload: File /usr/local/lib/python3.11/unittest/util.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,123 autoreload: File /venv/lib/python3.11/site-packages/django/template/loader.py first seen with mtime 1713121066.2050729
[DEBUG] 2024-04-16 09:21:10,123 autoreload: File /venv/lib/python3.11/site-packages/yaml/scanner.py first seen with mtime 1713121064.7850137
[DEBUG] 2024-04-16 09:21:10,123 autoreload: File /usr/local/lib/python3.11/email/headerregistry.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,123 autoreload: File /usr/local/lib/python3.11/encodings/__init__.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,124 autoreload: File /venv/lib/python3.11/site-packages/django/apps/__init__.py first seen with mtime 1713121065.365038
[DEBUG] 2024-04-16 09:21:10,124 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/sessions/backends/__init__.py first seen with mtime 1713121066.035066
[DEBUG] 2024-04-16 09:21:10,124 autoreload: File /usr/local/lib/python3.11/json/decoder.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,125 autoreload: File /venv/lib/python3.11/site-packages/yaml/composer.py first seen with mtime 1713121064.7950141
[DEBUG] 2024-04-16 09:21:10,125 autoreload: File /venv/lib/python3.11/site-packages/chardet/escsm.py first seen with mtime 1713121064.4650004
[DEBUG] 2024-04-16 09:21:10,125 autoreload: File /venv/lib/python3.11/site-packages/django/db/models/functions/math.py first seen with mtime 1713121066.1750717
[DEBUG] 2024-04-16 09:21:10,125 autoreload: File /venv/lib/python3.11/site-packages/django/db/backends/utils.py first seen with mtime 1713121066.1550708
[DEBUG] 2024-04-16 09:21:10,127 autoreload: File /app/users/models.py first seen with mtime 1707407350.9666035
[DEBUG] 2024-04-16 09:21:10,127 autoreload: File /venv/lib/python3.11/site-packages/urllib3/_request_methods.py first seen with mtime 1713121064.5950058
[DEBUG] 2024-04-16 09:21:10,128 autoreload: File /venv/lib/python3.11/site-packages/django/db/models/sql/where.py first seen with mtime 1713121066.1750717
[DEBUG] 2024-04-16 09:21:10,128 autoreload: File /usr/local/lib/python3.11/importlib/abc.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,128 autoreload: File /venv/lib/python3.11/site-packages/django/db/backends/signals.py first seen with mtime 1713121066.1550708
[DEBUG] 2024-04-16 09:21:10,129 autoreload: File /usr/local/lib/python3.11/csv.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,130 autoreload: File /venv/lib/python3.11/site-packages/django/template/smartif.py first seen with mtime 1713121066.2050729
[DEBUG] 2024-04-16 09:21:10,130 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/postgres/forms/ranges.py first seen with mtime 1713121065.9450622
[DEBUG] 2024-04-16 09:21:10,130 autoreload: File /venv/lib/python3.11/site-packages/django/utils/deconstruct.py first seen with mtime 1713121066.2150733
[DEBUG] 2024-04-16 09:21:10,131 autoreload: File /usr/local/lib/python3.11/http/__init__.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,131 autoreload: File /usr/local/lib/python3.11/unittest/loader.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,131 autoreload: File /venv/lib/python3.11/site-packages/httpx/_content_streams.py first seen with mtime 1713121067.574476
[DEBUG] 2024-04-16 09:21:10,131 autoreload: File /venv/lib/python3.11/site-packages/django/utils/translation/__init__.py first seen with mtime 1713121066.2150733
[DEBUG] 2024-04-16 09:21:10,132 autoreload: File /venv/lib/python3.11/site-packages/django/utils/timezone.py first seen with mtime 1713121066.2150733
[DEBUG] 2024-04-16 09:21:10,132 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/staticfiles/management/commands/__init__.py first seen with mtime 1713121066.1250696
[DEBUG] 2024-04-16 09:21:10,132 autoreload: File /venv/lib/python3.11/site-packages/rfc3986/validators.py first seen with mtime 1713121064.334995
[DEBUG] 2024-04-16 09:21:10,132 autoreload: File /usr/local/lib/python3.11/lib-dynload/_zoneinfo.cpython-311-x86_64-linux-musl.so first seen with mtime 1712191299.0
[DEBUG] 2024-04-16 09:21:10,133 autoreload: File /venv/lib/python3.11/site-packages/hpack/hpack.py first seen with mtime 1713121064.3849971
[DEBUG] 2024-04-16 09:21:10,133 autoreload: File /venv/lib/python3.11/site-packages/rest_framework/parsers.py first seen with mtime 1713121067.6244764
[DEBUG] 2024-04-16 09:21:10,133 autoreload: File /usr/local/lib/python3.11/email/base64mime.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,134 autoreload: File /venv/lib/python3.11/site-packages/charset_normalizer/api.py first seen with mtime 1713121065.105027
[DEBUG] 2024-04-16 09:21:10,135 autoreload: File /venv/lib/python3.11/site-packages/django/templatetags/tz.py first seen with mtime 1713121066.2050729
[DEBUG] 2024-04-16 09:21:10,135 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/__init__.py first seen with mtime 1713121065.465042
[DEBUG] 2024-04-16 09:21:10,135 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/admin/__init__.py first seen with mtime 1713121065.465042
[DEBUG] 2024-04-16 09:21:10,135 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/messages/apps.py first seen with mtime 1713121065.9350617
[DEBUG] 2024-04-16 09:21:10,136 autoreload: File /usr/local/lib/python3.11/email/errors.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,136 autoreload: File /venv/lib/python3.11/site-packages/httpx/_types.py first seen with mtime 1713121067.574476
[DEBUG] 2024-04-16 09:21:10,136 autoreload: File /venv/lib/python3.11/site-packages/django/conf/locale/__init__.py first seen with mtime 1713121065.365038
[DEBUG] 2024-04-16 09:21:10,137 autoreload: File /venv/lib/python3.11/site-packages/django/template/backends/base.py first seen with mtime 1713121066.2050729
[DEBUG] 2024-04-16 09:21:10,137 autoreload: File /usr/local/lib/python3.11/email/mime/multipart.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,137 autoreload: File /usr/local/lib/python3.11/lib-dynload/_bz2.cpython-311-x86_64-linux-musl.so first seen with mtime 1712191311.0
[DEBUG] 2024-04-16 09:21:10,138 autoreload: File /venv/lib/python3.11/site-packages/urllib3/util/url.py first seen with mtime 1713121064.5950058
[DEBUG] 2024-04-16 09:21:10,138 autoreload: File /venv/lib/python3.11/site-packages/rfc3986/parseresult.py first seen with mtime 1713121064.334995
[DEBUG] 2024-04-16 09:21:10,139 autoreload: File /app/core/views.py first seen with mtime 1706809474.5828612
[DEBUG] 2024-04-16 09:21:10,140 autoreload: File /venv/lib/python3.11/site-packages/chardet/jisfreq.py first seen with mtime 1713121064.4750009
[DEBUG] 2024-04-16 09:21:10,140 utils: (0.097) 
            SELECT
                c.relname,
                CASE
                    WHEN c.relispartition THEN 'p'
                    WHEN c.relkind IN ('m', 'v') THEN 'v'
                    ELSE 't'
                END,
                obj_description(c.oid, 'pg_class')
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('f', 'm', 'p', 'r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid)
        ; args=None; alias=default
[DEBUG] 2024-04-16 09:21:10,141 autoreload: File /venv/lib/python3.11/site-packages/urllib3/util/ssl_match_hostname.py first seen with mtime 1713121064.5950058
[DEBUG] 2024-04-16 09:21:10,142 autoreload: File /usr/local/lib/python3.11/locale.py first seen with mtime 1712191323.0
[DEBUG] 2024-04-16 09:21:10,142 autoreload: File /venv/lib/python3.11/site-packages/django/template/backends/__init__.py first seen with mtime 1713121066.2050729
[DEBUG] 2024-04-16 09:21:10,142 autoreload: File /venv/lib/python3.11/site-packages/django/contrib/auth/context_processors.py first seen with mtime 1713121065.65505
